policy_id,sponsor_age,sponsor_sex,sponsor_relationship,student_age,student_sex,income_band,scholarship_flag,tuition_per_sem,expected_years,risk_score,risk_tier,premium_per_sem,maturity_benefit
4377,30,M,parent,20,F,low,0,2358425.0,3,1.5,STANDARD,180000.0,500000
4378,31,M,other_relative,18,F,high,0,1904638.0,3,0.0,PREFERRED,135000.0,500000
4379,55,M,parent,20,M,medium,1,1747963.0,5,2.0,STANDARD,180000.0,500000
4380,65,F,grandparent,25,M,medium,0,2225022.0,4,5.0,HIGH_RISK,324000.0,500000
4381,50,F,parent,24,M,high,1,1339309.0,3,0.0,PREFERRED,135000.0,500000
4382,32,M,grandparent,20,F,medium,1,1281951.0,4,0.0,PREFERRED,135000.0,0
4383,40,M,grandparent,22,F,medium,1,1749015.0,5,1.0,PREFERRED,135000.0,500000
4384,67,M,parent,24,F,medium,0,3159900.0,4,4.0,SUBSTANDARD,271797.0,500000
4385,56,F,parent,24,F,medium,0,1249467.0,3,2.0,STANDARD,180000.0,500000
4386,68,M,grandparent,21,F,medium,1,2250392.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
4387,63,M,grandparent,22,M,low,0,1737946.0,5,6.5,HIGH_RISK,324000.0,500000
4388,30,M,parent,24,M,medium,1,1271362.0,4,0.0,PREFERRED,135000.0,500000
4389,41,F,parent,19,F,low,1,2196985.0,4,1.0,PREFERRED,135000.0,500000
4390,42,M,parent,25,M,low,0,2494674.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
4391,51,M,parent,22,M,medium,1,3260777.0,4,0.0,PREFERRED,157823.31,500000
4392,59,F,other,18,M,medium,0,2577491.0,4,4.0,SUBSTANDARD,254324.72999999998,500000
4393,70,M,other_relative,25,M,high,0,1362979.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
4394,42,M,parent,22,M,low,1,3289658.0,4,1.0,PREFERRED,158689.74,500000
4395,50,M,parent,22,F,low,1,2004913.0,5,3.0,SUBSTANDARD,251999.99999999997,500000
4396,39,M,parent,20,M,low,0,3300177.0,5,3.5,SUBSTANDARD,276005.30999999994,500000
4397,52,M,other,23,F,low,0,1637316.0,4,5.0,HIGH_RISK,324000.0,0
4398,53,M,parent,23,F,medium,1,3163010.0,4,0.0,PREFERRED,154890.3,500000
4399,68,M,other_relative,18,F,low,0,1854837.0,5,7.5,HIGH_RISK,324000.0,0
4400,63,F,grandparent,22,F,high,1,3171208.0,4,1.0,PREFERRED,155136.24,500000
4401,58,M,parent,24,F,low,1,2058799.0,3,2.5,STANDARD,180000.0,500000
4402,59,M,parent,24,F,medium,1,2998549.0,3,0.5,PREFERRED,149956.47,0
4403,56,F,grandparent,24,F,low,1,2486375.0,4,4.0,SUBSTANDARD,251999.99999999997,500000
4404,53,F,parent,20,M,high,0,1331052.0,4,0.5,PREFERRED,135000.0,500000
4405,68,F,grandparent,24,F,high,0,2979810.0,3,3.5,SUBSTANDARD,266394.3,500000
4406,40,M,parent,19,M,medium,0,2403411.0,5,1.5,STANDARD,180000.0,500000
4407,55,M,other_relative,18,M,medium,0,1343021.0,4,3.0,SUBSTANDARD,251999.99999999997,500000
4408,42,F,parent,25,M,medium,0,3011535.0,5,1.5,STANDARD,195346.05,500000
4409,61,F,other_relative,22,M,high,1,3497745.0,4,0.5,PREFERRED,164932.35,500000
4410,67,M,parent,25,M,high,0,3452628.0,3,2.5,STANDARD,208578.84,0
4411,60,F,other,19,F,high,1,1645910.0,4,1.5,STANDARD,180000.0,500000
4412,43,M,parent,22,F,medium,1,1375213.0,5,0.0,PREFERRED,135000.0,500000
4413,68,F,other_relative,24,M,low,0,2471371.0,3,6.0,HIGH_RISK,324000.0,500000
4414,60,M,parent,21,M,high,0,1763402.0,4,1.5,STANDARD,180000.0,500000
4415,42,M,parent,22,F,high,1,1518206.0,4,0.0,PREFERRED,135000.0,500000
4416,50,M,parent,21,F,medium,0,1750906.0,3,1.0,PREFERRED,135000.0,0
4417,40,M,parent,22,M,low,0,2115487.0,4,2.5,STANDARD,180000.0,500000
4418,44,F,parent,21,M,low,0,1623158.0,3,2.0,STANDARD,180000.0,500000
4419,61,F,grandparent,20,F,medium,0,1404797.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
4420,55,F,grandparent,21,M,low,1,1556741.0,4,4.0,SUBSTANDARD,251999.99999999997,500000
4421,36,M,parent,20,F,low,1,1791366.0,4,1.0,PREFERRED,135000.0,500000
4422,41,F,parent,21,M,high,0,2624606.0,4,0.0,PREFERRED,138738.18,500000
4423,60,F,parent,23,M,medium,0,1268418.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
4424,57,F,parent,19,M,high,1,3105187.0,3,0.0,PREFERRED,153155.61,500000
4425,61,F,grandparent,24,F,low,1,2237960.0,3,3.5,SUBSTANDARD,251999.99999999997,500000
4426,50,M,parent,20,F,low,1,1328998.0,3,1.5,STANDARD,180000.0,500000
4427,42,M,parent,20,M,high,0,3479392.0,3,0.0,PREFERRED,164381.76,500000
4428,60,M,parent,21,F,medium,1,2994236.0,5,2.0,STANDARD,194827.08,500000
4429,39,M,parent,24,M,high,0,2961952.0,3,0.0,PREFERRED,148858.56,500000
4430,63,M,grandparent,21,M,medium,1,2367448.0,3,1.5,STANDARD,180000.0,0
4431,51,F,grandparent,20,M,low,1,2875087.0,3,2.5,STANDARD,191252.61,500000
4432,41,M,parent,25,M,low,0,1622127.0,4,2.5,STANDARD,180000.0,500000
4433,30,M,other_relative,25,M,medium,1,2608415.0,3,0.0,PREFERRED,138252.45,500000
4434,54,F,grandparent,23,M,high,1,2647809.0,4,0.0,PREFERRED,139434.27,500000
4435,54,M,parent,23,F,medium,0,3499442.0,4,1.5,STANDARD,209983.26,500000
4436,58,M,parent,25,M,medium,1,1417530.0,4,1.0,PREFERRED,135000.0,500000
4437,60,M,parent,24,F,low,0,2058709.0,3,4.0,SUBSTANDARD,251999.99999999997,0
4438,56,M,parent,20,M,medium,0,2336023.0,4,2.5,STANDARD,180000.0,500000
4439,50,M,parent,21,F,medium,0,3202358.0,4,1.5,STANDARD,201070.74,500000
4440,47,M,other,23,F,medium,1,2527954.0,3,1.0,PREFERRED,135838.62,500000
4441,56,M,parent,22,F,medium,1,2140347.0,4,1.0,PREFERRED,135000.0,0
4442,44,M,parent,21,M,low,0,3017005.0,3,2.0,STANDARD,195510.15,500000
4443,50,F,parent,18,F,low,0,1677757.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
4444,37,M,parent,20,M,medium,1,1618710.0,3,0.0,PREFERRED,135000.0,500000
4445,54,M,parent,22,M,low,1,2589610.0,4,2.0,STANDARD,182688.3,500000
4446,68,M,grandparent,21,M,high,1,1550273.0,4,2.5,STANDARD,180000.0,500000
4447,51,M,parent,22,M,medium,0,1758133.0,4,1.5,STANDARD,180000.0,500000
4448,66,M,grandparent,24,M,low,0,3446525.0,5,8.0,HIGH_RISK,352395.75,500000
4449,46,F,other,24,M,low,0,2260135.0,5,6.0,HIGH_RISK,324000.0,500000
4450,46,M,parent,24,M,low,0,3261773.0,3,3.0,SUBSTANDARD,274853.18999999994,500000
4451,34,M,parent,20,M,medium,0,2778268.0,4,0.0,PREFERRED,143348.04,0
4452,52,M,parent,20,M,high,1,3133089.0,3,0.0,PREFERRED,153992.66999999998,500000
4453,31,M,grandparent,24,M,medium,1,3241353.0,5,0.5,PREFERRED,157240.59,500000
4454,42,M,parent,21,F,medium,1,2787909.0,4,0.0,PREFERRED,143637.27,500000
4455,69,F,parent,22,M,low,1,2332126.0,3,4.0,SUBSTANDARD,251999.99999999997,500000
4456,47,F,parent,19,M,high,1,2224144.0,3,0.0,PREFERRED,135000.0,500000
4457,48,M,parent,24,M,medium,1,2834181.0,4,0.0,PREFERRED,145025.43,500000
4458,56,M,parent,19,F,medium,0,1709905.0,3,2.0,STANDARD,180000.0,500000
4459,50,F,parent,18,F,medium,0,3009217.0,4,1.5,STANDARD,195276.51,500000
4460,58,M,other_relative,25,M,low,1,1645836.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
4461,52,F,parent,20,M,medium,0,3029781.0,5,2.5,STANDARD,195893.43,500000
4462,48,F,grandparent,23,M,low,0,2642692.0,4,4.5,SUBSTANDARD,256280.75999999998,500000
4463,69,F,parent,23,F,medium,0,2654095.0,4,4.0,SUBSTANDARD,256622.84999999998,500000
4464,43,F,parent,24,M,medium,0,1685338.0,3,0.0,PREFERRED,135000.0,500000
4465,70,F,grandparent,20,M,low,1,2982936.0,5,6.5,HIGH_RISK,338488.08,500000
4466,45,M,parent,23,F,medium,1,2367405.0,4,0.0,PREFERRED,135000.0,500000
4467,53,M,parent,25,M,low,1,1633390.0,4,2.0,STANDARD,180000.0,500000
4468,49,M,other_relative,21,F,medium,1,2502453.0,4,0.5,PREFERRED,135073.59,500000
4469,61,M,grandparent,22,F,medium,0,1759206.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
4470,64,F,grandparent,21,M,medium,1,1790212.0,5,3.0,SUBSTANDARD,251999.99999999997,500000
4471,67,M,other,19,M,medium,1,2047831.0,5,5.0,HIGH_RISK,324000.0,500000
4472,41,F,parent,22,M,high,1,2012281.0,4,0.0,PREFERRED,135000.0,500000
4473,38,M,parent,18,M,low,1,2976092.0,3,0.5,PREFERRED,149282.76,500000
4474,41,M,parent,24,F,medium,1,3227375.0,3,0.0,PREFERRED,156821.25,500000
4475,36,M,other_relative,18,M,low,1,2062594.0,4,1.5,STANDARD,180000.0,500000
4476,52,M,parent,18,M,high,1,1889308.0,4,0.0,PREFERRED,135000.0,0
4477,30,F,other_relative,20,F,high,1,1233097.0,4,0.0,PREFERRED,135000.0,500000
4478,57,M,other,20,F,low,1,2516713.0,4,4.5,SUBSTANDARD,252501.38999999998,500000
4479,43,M,parent,25,M,high,0,1856523.0,4,0.0,PREFERRED,135000.0,500000
4480,56,M,parent,20,F,medium,1,2937345.0,3,0.5,PREFERRED,148120.35,500000
4481,67,F,other_relative,22,M,low,1,2060334.0,3,4.5,SUBSTANDARD,251999.99999999997,500000
4482,43,M,grandparent,22,F,medium,1,3103584.0,5,1.0,PREFERRED,153107.52,500000
4483,65,F,parent,19,F,medium,1,3045342.0,5,3.5,SUBSTANDARD,268360.25999999995,500000
4484,49,M,parent,21,F,medium,0,1557859.0,4,1.5,STANDARD,180000.0,500000
4485,40,M,parent,18,F,low,1,1556670.0,3,0.5,PREFERRED,135000.0,500000
4486,70,F,grandparent,19,F,high,1,2593052.0,4,2.5,STANDARD,182791.56,500000
4487,51,F,parent,18,F,low,0,2749899.0,4,3.5,SUBSTANDARD,259496.96999999997,500000
4488,39,M,parent,20,M,low,0,2231219.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
4489,49,F,other_relative,22,F,high,0,3385682.0,4,1.0,PREFERRED,161570.46,500000
4490,45,M,parent,18,M,low,1,1918891.0,5,3.0,SUBSTANDARD,251999.99999999997,0
4491,59,M,grandparent,24,F,low,0,1518421.0,3,5.0,HIGH_RISK,324000.0,500000
4492,40,M,parent,20,M,medium,1,2861152.0,3,0.0,PREFERRED,145834.56,500000
4493,48,M,parent,18,M,medium,1,1669754.0,3,0.0,PREFERRED,135000.0,500000
4494,65,M,grandparent,24,F,medium,1,1486140.0,3,3.0,SUBSTANDARD,251999.99999999997,500000
4495,53,M,parent,25,M,medium,1,1420914.0,5,1.0,PREFERRED,135000.0,500000
4496,55,F,parent,24,F,low,1,1965676.0,3,2.5,STANDARD,180000.0,0
4497,56,M,parent,18,M,low,1,2673809.0,3,2.5,STANDARD,185214.27,500000
4498,59,M,other_relative,20,F,low,0,1854319.0,5,6.0,HIGH_RISK,324000.0,500000
4499,44,M,parent,22,F,low,1,1309761.0,4,1.0,PREFERRED,135000.0,500000
4500,44,F,parent,21,M,medium,0,1678335.0,4,0.5,PREFERRED,135000.0,500000
4501,45,F,parent,25,M,low,0,2915680.0,4,3.5,SUBSTANDARD,264470.39999999997,0
4502,57,M,grandparent,22,F,medium,1,2150241.0,4,2.0,STANDARD,180000.0,500000
4503,48,M,other_relative,18,F,high,0,2579138.0,3,0.5,PREFERRED,137374.14,500000
4504,31,M,other_relative,22,F,low,0,2650232.0,4,2.5,STANDARD,184506.96,500000
4505,34,M,parent,20,F,medium,0,2069799.0,5,1.0,PREFERRED,135000.0,500000
4506,32,M,other_relative,24,M,medium,1,2848243.0,4,0.0,PREFERRED,145447.29,500000
4507,47,F,parent,22,F,low,1,2855534.0,4,2.0,STANDARD,190666.02,500000
4508,47,M,parent,22,M,medium,0,1693525.0,3,1.0,PREFERRED,135000.0,500000
4509,55,M,parent,22,M,high,0,2865258.0,5,2.5,STANDARD,190957.74,500000
4510,47,F,grandparent,25,F,medium,1,3038285.0,4,1.0,PREFERRED,151148.55,500000
4511,60,M,parent,18,F,medium,0,2387138.0,4,2.5,STANDARD,180000.0,0
4512,64,M,grandparent,18,M,low,1,2942226.0,3,3.5,SUBSTANDARD,265266.77999999997,0
4513,66,F,grandparent,25,M,low,0,2694183.0,4,7.0,HIGH_RISK,329825.49,500000
4514,40,M,parent,22,M,medium,0,2488128.0,5,1.5,STANDARD,180000.0,500000
4515,37,M,parent,25,F,high,1,2372530.0,5,0.0,PREFERRED,135000.0,500000
4516,59,M,parent,24,F,low,0,1960229.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
4517,31,M,parent,20,M,low,0,2350161.0,3,1.5,STANDARD,180000.0,0
4518,31,M,parent,19,F,low,0,3006223.0,3,1.5,STANDARD,195186.69,0
4519,51,M,parent,18,M,low,1,2992946.0,5,3.0,SUBSTANDARD,266788.37999999995,500000
4520,35,M,parent,18,M,high,1,3104472.0,3,0.0,PREFERRED,153134.16,500000
4521,62,M,grandparent,23,F,medium,1,2482647.0,3,1.5,STANDARD,180000.0,500000
4522,59,M,other,22,M,low,0,2940067.0,4,6.0,HIGH_RISK,337202.01,500000
4523,44,M,grandparent,24,M,high,0,1737460.0,4,0.5,PREFERRED,135000.0,500000
4524,59,F,other,18,F,medium,1,1578068.0,4,2.5,STANDARD,180000.0,500000
4525,59,M,parent,20,F,high,1,1975588.0,5,1.0,PREFERRED,135000.0,500000
4526,56,M,parent,20,M,medium,0,2861464.0,4,2.5,STANDARD,190843.92,500000
4527,42,F,other,22,M,high,1,1450136.0,3,0.0,PREFERRED,135000.0,500000
4528,64,M,grandparent,25,F,low,0,2152042.0,4,5.5,HIGH_RISK,324000.0,500000
4529,44,M,parent,20,F,low,0,2502403.0,5,3.5,SUBSTANDARD,252072.08999999997,500000
4530,47,M,other_relative,25,F,high,1,3202814.0,3,0.0,PREFERRED,156084.41999999998,500000
4531,56,M,parent,22,M,low,0,1901300.0,5,5.5,HIGH_RISK,324000.0,500000
4532,53,M,parent,20,M,low,1,3118646.0,4,2.0,STANDARD,198559.38,500000
4533,39,F,parent,23,M,low,1,1789149.0,5,2.0,STANDARD,180000.0,0
4534,54,F,parent,19,M,high,0,2664688.0,4,0.5,PREFERRED,139940.64,500000
4535,70,M,parent,24,M,low,0,2537300.0,4,6.0,HIGH_RISK,325119.0,0
4536,68,M,parent,18,F,medium,0,3182093.0,5,5.0,HIGH_RISK,344462.79,0
4537,70,F,parent,20,F,low,0,2133867.0,5,7.0,HIGH_RISK,324000.0,500000
4538,60,M,parent,21,F,medium,1,2862480.0,3,0.5,PREFERRED,145874.4,500000
4539,59,M,grandparent,23,M,medium,0,2250975.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
4540,61,F,other_relative,23,M,high,0,2642891.0,4,2.0,STANDARD,184286.73,0
4541,45,M,other,19,M,high,1,2770945.0,4,0.5,PREFERRED,143128.35,500000
4542,54,M,parent,21,F,medium,1,2708180.0,3,0.0,PREFERRED,141245.4,500000
4543,60,M,parent,20,M,high,1,1232697.0,5,1.0,PREFERRED,135000.0,500000
4544,47,M,parent,25,F,medium,1,2119991.0,4,0.0,PREFERRED,135000.0,500000
4545,52,F,parent,22,M,low,1,2499579.0,5,3.0,SUBSTANDARD,251999.99999999997,500000
4546,37,F,parent,24,F,low,0,1881950.0,3,2.0,STANDARD,180000.0,500000
4547,56,M,parent,24,F,low,0,3116267.0,4,4.5,SUBSTANDARD,270488.00999999995,500000
4548,43,F,other,25,M,medium,0,3185468.0,5,3.0,SUBSTANDARD,272564.04,500000
4549,64,M,grandparent,20,M,medium,0,2512514.0,4,3.5,SUBSTANDARD,252375.41999999998,500000
4550,31,M,parent,21,F,low,1,3121283.0,3,0.0,PREFERRED,153638.49,500000
4551,36,F,parent,22,M,medium,1,3263583.0,4,0.0,PREFERRED,157907.49,500000
4552,66,M,grandparent,24,M,low,1,2572537.0,3,5.0,HIGH_RISK,326176.11,500000
4553,61,M,parent,24,F,high,0,1645219.0,4,1.5,STANDARD,180000.0,0
4554,65,M,other_relative,24,F,medium,0,3126313.0,4,4.5,SUBSTANDARD,270789.38999999996,500000
4555,50,M,parent,19,F,low,0,3091826.0,3,3.0,SUBSTANDARD,269754.77999999997,500000
4556,66,M,other,23,F,medium,0,1417486.0,4,5.5,HIGH_RISK,324000.0,500000
4557,34,M,parent,24,M,low,0,2289811.0,3,1.5,STANDARD,180000.0,500000
4558,57,F,parent,23,F,low,0,2232878.0,4,4.5,SUBSTANDARD,251999.99999999997,0
4559,40,M,parent,20,M,medium,0,3023574.0,4,0.5,PREFERRED,150707.22,500000
4560,40,M,other_relative,22,F,high,1,2829870.0,4,0.0,PREFERRED,144896.1,500000
4561,61,M,parent,25,M,low,0,1972159.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
4562,56,F,other,20,M,low,1,2847917.0,4,4.5,SUBSTANDARD,262437.50999999995,500000
4563,46,F,parent,24,F,medium,1,2968741.0,3,0.0,PREFERRED,149062.23,500000
4564,33,F,parent,19,M,medium,1,2371804.0,3,0.0,PREFERRED,135000.0,500000
4565,67,M,parent,22,F,high,0,3128724.0,5,4.0,SUBSTANDARD,270861.72,500000
4566,67,M,grandparent,22,M,low,0,3234082.0,5,8.0,HIGH_RISK,346022.46,500000
4567,50,F,parent,18,M,high,1,2814997.0,3,0.0,PREFERRED,144449.91,500000
4568,51,M,parent,25,F,high,0,2158749.0,4,0.5,PREFERRED,135000.0,500000
4569,53,F,parent,23,F,medium,0,1638442.0,3,1.0,PREFERRED,135000.0,500000
4570,40,M,parent,18,M,low,1,3278599.0,4,1.0,PREFERRED,158357.97,500000
4571,30,M,parent,24,F,high,1,2700548.0,4,0.0,PREFERRED,141016.44,500000
4572,42,M,parent,23,M,low,0,2812082.0,5,3.5,SUBSTANDARD,261362.45999999996,0
4573,44,F,parent,23,M,high,0,1542780.0,4,0.0,PREFERRED,135000.0,500000
4574,68,M,parent,22,F,high,0,2555443.0,3,2.5,STANDARD,181663.29,500000
4575,41,M,other_relative,21,M,medium,1,1226691.0,4,0.0,PREFERRED,135000.0,500000
4576,42,M,parent,18,M,low,0,1660383.0,3,2.0,STANDARD,180000.0,500000
4577,52,M,other_relative,18,M,high,1,3196669.0,5,0.5,PREFERRED,155900.07,500000
4578,37,F,parent,25,M,high,0,1251534.0,3,0.0,PREFERRED,135000.0,500000
4579,37,F,grandparent,18,M,low,1,2440673.0,3,1.5,STANDARD,180000.0,500000
4580,35,F,parent,21,M,medium,1,3009557.0,3,0.0,PREFERRED,150286.71,500000
4581,66,F,grandparent,25,F,high,1,2201700.0,3,2.0,STANDARD,180000.0,0
4582,44,M,other_relative,25,F,medium,1,3299988.0,5,0.5,PREFERRED,158999.64,0
4583,50,F,parent,22,M,low,1,3416122.0,5,3.0,SUBSTANDARD,279483.66,500000
4584,51,M,other,19,M,medium,1,2777831.0,3,1.0,PREFERRED,143334.93,500000
4585,69,M,other_relative,22,F,medium,0,3478533.0,4,4.5,SUBSTANDARD,281355.99,500000
4586,55,M,parent,25,F,high,1,2880126.0,3,0.0,PREFERRED,146403.78,500000
4587,61,M,other_relative,20,F,low,0,2996827.0,5,6.0,HIGH_RISK,338904.81,0
4588,43,M,parent,23,M,medium,0,3005075.0,5,1.5,STANDARD,195152.25,500000
4589,55,M,parent,19,M,medium,1,1420377.0,3,0.5,PREFERRED,135000.0,500000
4590,34,M,parent,22,M,medium,1,2598553.0,4,0.0,PREFERRED,137956.59,0
4591,35,F,other_relative,24,F,medium,1,2197624.0,5,0.5,PREFERRED,135000.0,500000
4592,62,M,other_relative,20,M,low,0,2232568.0,5,6.0,HIGH_RISK,324000.0,500000
4593,30,M,parent,25,F,low,0,2422677.0,5,3.0,SUBSTANDARD,251999.99999999997,0
4594,43,F,parent,23,M,high,0,2894626.0,4,0.0,PREFERRED,146838.78,500000
4595,69,M,grandparent,20,F,medium,1,2558901.0,3,3.0,SUBSTANDARD,253767.02999999997,500000
4596,50,M,other_relative,23,F,high,1,2491162.0,4,0.0,PREFERRED,135000.0,500000
4597,67,F,other,20,M,low,0,3428113.0,5,8.5,HIGH_RISK,351843.39,500000
4598,63,F,grandparent,20,M,medium,1,3136219.0,5,3.0,SUBSTANDARD,271086.56999999995,0
4599,55,M,parent,24,F,medium,1,3339728.0,4,1.0,PREFERRED,160191.84,0
4600,41,M,other_relative,25,M,high,1,2896517.0,4,0.0,PREFERRED,146895.51,500000
4601,48,M,other,22,F,high,0,2555674.0,5,3.0,SUBSTANDARD,253670.21999999997,500000
4602,64,M,parent,23,M,high,1,2292525.0,4,0.0,PREFERRED,135000.0,500000
4603,58,F,grandparent,22,M,high,0,1375124.0,3,2.0,STANDARD,180000.0,500000
4604,34,M,parent,23,M,high,1,2068238.0,4,0.0,PREFERRED,135000.0,500000
4605,70,F,grandparent,25,M,high,0,1825092.0,5,5.0,HIGH_RISK,324000.0,0
4606,57,M,grandparent,24,F,low,0,3249182.0,4,5.5,HIGH_RISK,346475.46,500000
4607,54,M,other_relative,21,F,medium,0,1705298.0,4,2.0,STANDARD,180000.0,500000
4608,49,M,parent,21,M,low,0,1533497.0,5,4.5,SUBSTANDARD,251999.99999999997,500000
4609,57,M,parent,24,M,high,1,2362571.0,4,0.0,PREFERRED,135000.0,0
4610,62,M,parent,22,F,low,1,1405535.0,5,4.0,SUBSTANDARD,251999.99999999997,500000
4611,50,F,parent,19,M,high,0,3180508.0,3,0.0,PREFERRED,155415.24,500000
4612,53,F,parent,20,M,low,0,3239571.0,3,3.0,SUBSTANDARD,274187.12999999995,500000
4613,66,M,grandparent,18,F,medium,1,1285919.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
4614,49,F,parent,19,M,low,1,2556961.0,4,2.0,STANDARD,181708.83,500000
4615,31,M,grandparent,19,M,low,0,2073190.0,4,3.0,SUBSTANDARD,251999.99999999997,0
4616,70,M,grandparent,19,F,medium,0,1757157.0,3,4.5,SUBSTANDARD,251999.99999999997,500000
4617,60,F,other_relative,19,M,low,0,1702323.0,5,6.0,HIGH_RISK,324000.0,500000
4618,36,F,parent,25,M,low,0,2094671.0,4,2.5,STANDARD,180000.0,500000
4619,42,M,parent,19,M,medium,0,2666984.0,4,0.5,PREFERRED,140009.52,500000
4620,61,F,parent,19,F,high,0,2185680.0,4,1.5,STANDARD,180000.0,500000
4621,60,M,parent,19,M,medium,0,2333309.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
4622,30,F,parent,25,M,medium,0,2459962.0,5,1.0,PREFERRED,135000.0,500000
4623,50,F,other_relative,23,M,low,1,2123622.0,4,2.5,STANDARD,180000.0,500000
4624,38,F,parent,18,M,low,0,3446974.0,3,2.0,STANDARD,208409.22,0
4625,62,F,grandparent,24,M,medium,1,1325945.0,5,3.0,SUBSTANDARD,251999.99999999997,0
4626,44,M,other_relative,24,M,medium,0,3319812.0,3,0.5,PREFERRED,159594.36,500000
4627,43,M,parent,25,F,low,0,2071003.0,5,3.5,SUBSTANDARD,251999.99999999997,500000
4628,36,F,parent,20,F,high,0,2073060.0,4,0.0,PREFERRED,135000.0,500000
4629,56,F,other_relative,21,M,low,0,3488587.0,3,4.5,SUBSTANDARD,281657.61,500000
4630,58,F,parent,24,M,high,0,2098216.0,3,1.0,PREFERRED,135000.0,500000
4631,55,M,parent,23,M,medium,0,3188798.0,3,2.0,STANDARD,200663.94,0
4632,46,M,parent,25,F,high,0,2682046.0,4,0.5,PREFERRED,140461.38,500000
4633,66,F,parent,21,M,low,0,3101317.0,4,6.0,HIGH_RISK,342039.51,500000
4634,63,F,grandparent,19,M,medium,0,2252389.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
4635,48,M,parent,25,M,high,1,2039398.0,3,0.0,PREFERRED,135000.0,500000
4636,70,M,parent,18,F,low,0,1867887.0,3,5.5,HIGH_RISK,324000.0,500000
4637,54,M,other,18,F,low,1,1355127.0,4,3.5,SUBSTANDARD,251999.99999999997,500000
4638,61,M,grandparent,18,F,low,0,2504434.0,4,5.5,HIGH_RISK,324133.02,500000
4639,66,F,other_relative,21,M,low,1,1345375.0,3,4.5,SUBSTANDARD,251999.99999999997,500000
4640,30,F,parent,20,M,low,1,2752043.0,3,0.0,PREFERRED,142561.29,500000
4641,42,M,parent,23,M,high,1,1675637.0,4,0.0,PREFERRED,135000.0,0
4642,68,M,grandparent,21,M,medium,0,1452355.0,4,5.0,HIGH_RISK,324000.0,500000
4643,41,F,parent,21,M,high,1,1418583.0,4,0.0,PREFERRED,135000.0,500000
4644,51,F,parent,19,M,medium,1,3126912.0,3,0.0,PREFERRED,153807.36,0
4645,53,M,parent,20,M,low,1,3139290.0,3,1.5,STANDARD,199178.7,500000
4646,43,M,parent,23,M,medium,0,2324843.0,3,0.0,PREFERRED,135000.0,0
4647,69,F,grandparent,20,M,low,0,3246759.0,4,7.0,HIGH_RISK,346402.77,0
4648,43,M,other_relative,19,F,medium,1,1860089.0,4,0.0,PREFERRED,135000.0,500000
4649,38,M,parent,18,M,high,0,2250089.0,4,0.0,PREFERRED,135000.0,500000
4650,41,M,parent,23,M,high,1,1832974.0,5,0.0,PREFERRED,135000.0,500000
4651,42,M,grandparent,18,M,high,1,1845442.0,4,0.0,PREFERRED,135000.0,500000
4652,46,M,parent,21,M,medium,0,1531489.0,3,1.0,PREFERRED,135000.0,500000
4653,39,F,other_relative,25,F,low,1,2227153.0,4,1.5,STANDARD,180000.0,500000
4654,41,M,parent,21,F,low,0,2572578.0,4,2.5,STANDARD,182177.34,500000
4655,51,F,grandparent,22,M,low,0,1968413.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
4656,56,F,parent,21,M,low,1,2928534.0,3,2.5,STANDARD,192856.02,500000
4657,49,F,parent,21,F,high,1,2025780.0,5,0.0,PREFERRED,135000.0,500000
4658,69,F,grandparent,23,F,high,1,2968265.0,3,2.0,STANDARD,194047.95,0
4659,56,M,parent,25,F,low,0,1335925.0,5,5.5,HIGH_RISK,324000.0,0
4660,63,F,parent,21,M,low,0,1777704.0,4,4.5,SUBSTANDARD,251999.99999999997,500000
4661,30,F,parent,21,F,medium,1,1893533.0,4,0.0,PREFERRED,135000.0,0
4662,43,M,parent,22,M,low,0,3063717.0,4,2.5,STANDARD,196911.51,500000
4663,60,F,parent,18,M,low,0,2782801.0,4,4.5,SUBSTANDARD,260484.02999999997,500000
4664,35,M,parent,20,M,medium,0,1265120.0,4,0.5,PREFERRED,135000.0,0
4665,54,M,parent,25,F,medium,0,1481681.0,5,2.5,STANDARD,180000.0,500000
4666,37,F,parent,18,F,medium,1,1545832.0,4,0.0,PREFERRED,135000.0,500000
4667,68,F,parent,19,F,low,0,2151524.0,4,6.0,HIGH_RISK,324000.0,500000
4668,53,F,parent,23,M,medium,0,2333616.0,4,1.5,STANDARD,180000.0,500000
4669,64,F,grandparent,18,F,high,1,3118355.0,3,0.5,PREFERRED,153550.65,500000
4670,57,F,parent,23,F,medium,1,1532690.0,3,0.5,PREFERRED,135000.0,500000
